id	iast	burmese	es	en	flag
108175	paṭibhāgakūṭa	ပဋိဘာဂ မည်သော တောင်ထွက်။	pico de montaña llamado *paṭibhāga*.	the mountain peak named *paṭibhāga*.	source has တောင်ထွက် for တောင်ထွတ် (peak); read as peak
108176	paṭibhāganimitta	ပဋိဘာဂ-နိမိတ်-အာရုံ၊ ဥဂ္ဂဟနိမိတ် -ဥဂ္ဂဟအာရုံ-နှင့်တူသော နိမိတ်-အာရုံ။ မူရင်းကြည့်ပါ။	*paṭibhāga* / *nimitta* / objeto (de la mente); *nimitta* / objeto semejante al *uggahanimitta* / objeto *uggaha*. Véase el original.	*paṭibhāga* / *nimitta* / object (of the mind); the *nimitta* / object similar to the *uggahanimitta* / *uggaha* object. See the original.	source note မူရင်းကြည့်ပါ ('see the original')
108182	paṭibhāganimittārammaṇa	ပဋိဘာဂနိမိတ်-ဖြစ်သော- ဟု ဆိုအပ်သော-အာရုံ၊ ပဋိဘာဂနိမိတ်အာရုံ။ (တိ) (၂) ပဋိဘာဂနိမိတ်ဟု ဆိုအပ်သော အာရုံ ရှိသော (တရား)	objeto (de la mente) que es / llamado *paṭibhāganimitta*; objeto *paṭibhāganimitta*. (adjetivo) (2) que tiene un objeto llamado *paṭibhāganimitta* (estado).	object (of the mind) that is / called the *paṭibhāganimitta*; the *paṭibhāganimitta* object. (adjective) (2) having an object called the *paṭibhāganimitta* (a state).	sense (2) is numbered but the first sense has no (1) marker in the source
108189	paṭibhāṇa	ပြောဆိုဟောကြား-အပ်သော-(တရား)။	dicho y expuesto (la Enseñanza).	spoken and expounded (the Teaching).	(တရား) read as 'the Teaching'; could be 'a state'
108196	paṭibhānakūṭa	ပဋိဘာန မည်သော- တောင်ထွတ်-တောင်ကုန်း။ ယင်းတောင်ထွက်သည် ဂိဇ္ဈကုဋ်တောင်၏ အပိုင်းအခြား တံတိုင်းကဲ့သို့ ဖြစ်သည်။	cumbre / colina llamada *paṭibhāna*. Esa cumbre es como el muro que marca el límite del monte *Gijjhakūṭa*.	the peak / hill named *paṭibhāna*. That peak is like the boundary wall of Mount *Gijjhakūṭa*.	source has တောင်ထွက် for တောင်ထွတ် (peak) in the second sentence
108205	paṭibhānaṭṭha	ထင်ရှား-တောက်ပ-သိခြင်-တတ်သည်၏ အဖြစ်ဟူသော- အနက်-သဘော။	significado / sentido, que es el hecho de soler ser manifiesto / resplandecer / conocer.	meaning / sense, namely the state of being apt to be manifest / to shine / to know.	source has သိခြင် (probably for သိ); read as 'to know'
108209	paṭibhānapaṭisambhidā	ပဋိဘာနသမ္ဘိဒါဉာဏ်၊ (အတ္ထပဋိသမ္ဘိဒါဉာဏ် စသော) ဉာဏ်-ပညာ-တို့၌ တို့ကို-အသီးအသီး-ခွဲခြမ်း-ပိုင်းခြား-ထိုထွင်း-သိမြင်-တတ်သော ဉာဏ်။	*paṭibhānasambhidāñāṇa*; conocimiento que suele conocer y ver, dividiendo / delimitando / penetrando por separado, en / los conocimientos / *paññā* (que comienzan por el *atthapaṭisambhidāñāṇa*).	*paṭibhānasambhidāñāṇa*; the knowledge apt to know and see, separately dividing / delimiting / penetrating, in / the kinds of knowledge / *paññā* (beginning with *atthapaṭisambhidāñāṇa*).	source writes ပဋိဘာနသမ္ဘိဒါဉာဏ် (without paṭi-), copied as written; ထိုထွင်း read as ထိုးထွင်း
108217	paṭibhānappakāsana	ဉာဏ်-ပညာ-တုကို ထင်ရှားပြခြင်း။	el mostrar claramente los conocimientos / *paññā*.	showing clearly the kinds of knowledge / *paññā*.	source has တု, read as တို့ (plural)
108241	paṭibhāyati	(၁) ထင်၏၊ ထင်ရှား၏၊ ဉာဏ်အား ရှေးရှူထင်၏၊ ဉာဏ်သို့ ရှေးရှူရောက်၏၊ ဉာဏ်၏ အာရုံဖြစ်၏။ (၁) အသိ-ဉာဏ်-ဖြင့်ပော်-တိုးပွါး-၏။	(1) aparece; se hace manifiesto; aparece directamente ante el conocimiento; llega directamente al conocimiento; llega a ser objeto del conocimiento. (2) el saber / conocimiento surge / crece.	(1) appears; becomes manifest; appears directly before knowledge; comes directly to knowledge; becomes the object of knowledge. (2) understanding / knowledge arises / grows.	source numbers the second sense (၁) again; rendered (2); ဖြင့်ပော် read as ဖြစ်ပေါ် (arise)
108251	paṭibhāseyya	ထင်စေလော့၊ ထင်ရှားစေလော့၊ ဉာဏ်အားရှေးရှူထင်စေလော့၊ ဉာဏ်သို့ ရှေးရှူရောက်စေလော့၊ ဉာဏ်အား ရှေးရှူထင်စေလော့၊ ဉာဏ်သို့ ရှေးရှူရောက်စေလော့၊ ဉာဏ်သို့ အာရုံဖြစ်စေလော့။ «S1»	que se haga aparecer; que se haga manifiesto; que se haga aparecer directamente ante el conocimiento; que se haga llegar directamente al conocimiento; que se haga aparecer directamente ante el conocimiento; que se haga llegar directamente al conocimiento; que se haga objeto del conocimiento. Véase [[paṭibhāsati]].	let it be made to appear; let it be made manifest; let it be made to appear directly before knowledge; let it be made to come directly to knowledge; let it be made to appear directly before knowledge; let it be made to come directly to knowledge; let it be made the object of knowledge. See [[paṭibhāsati]].	source repeats two clauses and has ဉာဏ်သို့ for ဉာဏ်၏ in the last; causative imperative for an optative headword
