id	iast	burmese	es	en	flag
80819	da	အက္ခရာ ၄၁ လုံးတို့တွင် ၂၆ လုံးမြောက် ဗျည်း ၃၃ လုံးတို့တွင် ၁၈ လုံးမြောက် ဝဂ် ၅ ဝဂ် တို့တွင် သွားအရပ်၌ဖြစ်သော 'ဒန္တဇ' တ-ဝဂ်၏ ၃ လုံးမြောက် 'တတိယ' သရကိုမှီသော 'နိဿိတ' ဗျည်းအက္ခရာ။ ယင်းသည် (၁) အခြားအက္ခရာမှ ပြောင်းလဲညွှန်းပြရွတ်ဆိုရသော (အာဒေသ=ကာရိယ) 'ဒ'။ (၂) လာသော (အာဂမ) 'ဒ'။ (၃) ချေကျေစေရသော (လောပ) 'ဒ'။ (၄) ဓာတ်နောက် စီရင်သက်ရောက်စေရသော (ပစ္စယ) 'ဒ'ဟု ၄ မျိုးရှိ၏၊ ဓမ္မ ၃၈၊ ဓမ္မ၊ဋ္ဌ၊၂၊ ၁၀၂-၃၊ နီတိသုတ္တ ၉၇-ကြည့်ပါ။ မူရင်းကြည့်ပါ။	letra consonante que, entre las 41 letras, es la 26.ª; entre las 33 consonantes, la 18.ª; entre los 5 grupos, la que se produce en la zona de los dientes, *dantaja*, la 3.ª del grupo de ta, *tatiya*, que se apoya en una vocal, *nissita*. Esta es de 4 clases: (1) la *da* que se enuncia indicada como cambio de otra letra (*ādesa=kāriya*). (2) la *da* que se añade (*āgama*). (3) la *da* que se elide (*lopa*). (4) la *da* que se aplica tras la raíz (*paccaya*). Véase el original.	consonant letter which, among the 41 letters, is the 26th; among the 33 consonants, the 18th; among the 5 groups, the one produced at the teeth, *dantaja*, the 3rd of the ta-group, *tatiya*, which rests on a vowel, *nissita*. It is of 4 kinds: (1) the *da* that is pronounced as indicated in place of another letter (*ādesa=kāriya*). (2) the *da* that is added (*āgama*). (3) the *da* that is elided (*lopa*). (4) the *da* applied after the root (*paccaya*). See the original.	editor's note 'မူရင်းကြည့်ပါ' (see the original) rendered; grammar citations (ဓမ္မ, နီတိ) dropped
80823	daṁsa	(၁) ကိုက်-ခဲ-ဖြတ်-ဖျက်ဆီး-ခြင်း၊ (၂) မှက်၊ ယင်ကောင်၊ တောယင် (၃) ချပ်မိန်ညို၊ စစ်ဝတ်တန်ဆာ။ (ထက်မြက်-ပြင်းထန်- နာကျင်-ထိခိုက်-ထိုး-တုပ်-စူးရှ-မြွေကိုက်-သော၊ အရသာစူးရှခြင်း၊ မြင်းဇက် ကိုက်ဖြတ်ရာ သံချပ်အင်္ကီ်၊ စိတ်-ကြွ-ထိခိုက်-ခြင်း၊ အဆက်၊အဆစ်၊အပြစ်၊ p.s.d၊ စိန္တာမဏိ။ ခြင်၊ တောခြင်၊ မှက်၊ အဒ္ဓမာဂဓီ၊ ဓာန်။ ခြင်ကြီး အမရ၊သျ။	(1) el morder / roer / cortar / destruir; (2) tábano; mosca; mosca del bosque (3) coraza; armadura de guerra. (agudo / intenso / doloroso / hiriente / que pincha / que pica / penetrante / que muerde como serpiente; el sabor penetrante; cota de malla donde corta el bocado del caballo; el excitarse / herirse la mente; unión; articulación; falta.) Mosquito; mosquito del bosque; tábano. Mosquito grande.	(1) biting / gnawing / cutting / destroying; (2) gadfly; fly; forest fly (3) coat of mail; armour. (sharp / fierce / painful / hurtful / pricking / stinging / piercing / snake-biting; pungency of taste; coat of mail where the horse's bit cuts; the mind being excited / hurt; junction; joint; fault.) Mosquito; forest mosquito; gadfly. Large mosquito.	glosses from other dictionaries, source names (PSD, Cintāmaṇi, Ardhamāgadhī, Abhidhāna, Amara) dropped; 'မြင်းဇက် ကိုက်ဖြတ်ရာ သံချပ်အင်္ကီ်' unclear; bracket unclosed in source
80826	daṁsana	(၁) (ဝါးစားကြောင်း) သွား။ (၂) ကိုက်-ခဲ-ဖြတ်-ဖျက်ဆီး-ခြင်း။ (၃) ချပ်မိန်ညို၊ စစ်ဝတ်တန်ဆာ (သံကိုဖြစ်စေ,သားရေကိုဖြစ်စေ အချပ်ချပ် အထပ်ထပ်ချုပ်လုပ်ထားသော တန်ဆာအဝတ်)။ ကိုက်ခြင်း၊ သွားဖြင့်ကိုက်ခြင်း၊ ဖြတ်ခြင်း၊ လွှ၊ သံချပ်အင်္ကီ်၊ စိန္တာမဏိ။ ကိုက်ဖြတ်ခြင်း၊ ထိုးခြင်း၊ သံချပ်စစ်ဝတ်၊ P.S.D။	(1) diente (con el que se mastica y come). (2) el morder / roer / cortar / destruir. (3) coraza; armadura de guerra (prenda de armadura hecha de placas y capas cosidas, sea de hierro, sea de cuero). El morder; el morder con los dientes; el cortar; sierra; cota de malla. El morder y cortar; el pinchar; armadura de placas de hierro.	(1) tooth (the means of chewing and eating). (2) biting / gnawing / cutting / destroying. (3) coat of mail; armour (an armour garment made of plates and layers sewn together, whether of iron or of leather). Biting; biting with the teeth; cutting; saw; coat of mail. Biting and cutting; stinging; iron-plated armour.	comparative glosses from other dictionaries; source names dropped
80829	daṁsita	ဝတ်ဆင်အပ်ပြီးသော-ချပ်မိန်ညို စစ်ဝတ်တန်ဆာ-ရှိသော၊ ချပ်မိန်ညို - စစ်ဝတ်တန်ဆာ-ကို ဝတ်ဆင်ပြီးသော (စစ်သားစသည်)။ ကိုက်အပ်သော၊ လက်ရုံးအားကိုးပြုအပ်သော၊ သံချပ်အင်္ကီ်ဝတ်ဆင်အပ်သော၊ ကာကွယ်စောင့်ရှောက်အပ်သော၊ p.S.D။	que tiene la coraza / armadura de guerra ya vestida; que se ha vestido la coraza / armadura de guerra (el soldado y demás). Mordido; que se apoya en la fuerza de su brazo; vestido con cota de malla; protegido / custodiado.	having a coat of mail / armour put on; who has put on the coat of mail / armour (a soldier and so on). Bitten; relying on the strength of the arm; clad in a coat of mail; protected / guarded.	comparative glosses (PSD) after the first sentence; source name dropped
80834	daka	(၁) ရေ၊ (က) ကမ္ဘာဖျက်ရေ၊ (ခ) မြစ်ရေ၊ ဂင်္ဂါဖြစ်ရေ၊ (ဂ) (နတ်ရေ ကန်တွင်းရှိ) နတ်ရေ၊ (ဃ) ကျင်ရေ။ (တိ) (၂) ရေရှိသော (ထူးအိုင်စသည်)။ (ရေ၊ ဂြိုဟ်-နတ်-အထူး၊ လ၀ဏ-သမုဒ္ဒရာ၌တည်သော နေရာ တောင်၊ ပြာ၊ဓာန်)။	(1) agua; (a) el agua que destruye el eón; (b) agua de río; agua que forma el *gaṅgā*; (c) agua de los *deva* (que está en el estanque de agua de los *deva*); (d) orina. (adjetivo) (2) que tiene agua (el estanque profundo y demás). (agua; planeta / *deva* / especial; lugar, montaña situada en el océano *la0ṇa*.)	(1) water; (a) the water that destroys the aeon; (b) river water; water that forms the *gaṅgā*; (c) water of the *deva*s (in the water tank of the *deva*s); (d) urine. (adjective) (2) having water (a deep pool and so on). (water; planet / *deva* / special; place, a mountain standing in the *la0ṇa* ocean.)	final bracket gives glosses from other sources (Prakrit, Abhidhāna; names dropped), 'ဂြိုဟ်-နတ်-အထူး' reading uncertain
80843	dakapuñchanī	(ရေချိုးပြီးသူ၏ကိုယ်၌ မခြောက်သေးသော) ရေကို သုတ်ကြောင်းဖြစ်သော (ဝါခြမ်းစိတ်-စ သည်) ရေသုတ်ပုဝါပိုင်း။	trozo de paño para enjugar el agua, que sirve para secar el agua (que aún no se ha secado en el cuerpo de quien se ha bañado) (de tiras de algodón y demás).	piece of cloth for wiping off water, which serves to wipe the water (not yet dried on the body of one who has bathed) (of split cotton strips and so on).	'ဝါခြမ်းစိတ်' read as strips of cotton; uncertain
80845	dakarakkhasa	ဒကရက္ခိုသ်၊ ရေ-၌-ကို-စောင့်တတ်သော၊သူ၊ ရေစောင့်၊ ရေသူရဲ (ဘီလူး-စသည်)။ (ထူးခြား- ရေ၌ကျက်စား-သော သတ္တဝါ၊အဒ္ဓမာဂဓီ၊ ဓာန်)။	*dakarakkhasa*; que suele custodiar en el agua / el agua (dicho de una persona); guardián del agua; demonio del agua (el *yakkha* y demás). (extraordinario; ser que vive en el agua.)	*dakarakkhasa*; apt to guard in the water / the water (said of a person); water-guardian; water demon (a *yakkha* and so on). (extraordinary; a being that lives in water.)	final bracket: glosses from other sources (Ardhamāgadhī, Abhidhāna; names dropped)
80853	dakasāṭi	(ရဟန်းမတို့ ဥတုလာရာအခါ၌ ဝတ်အပ်သော) ရေသနုပ်- ဥတုနှီး- သင်္ကန်း။	(que visten las monjas cuando les llega la menstruación) paño de baño / paño menstrual / hábito.	(worn by nuns when their menstruation comes) bathing cloth / menstrual cloth / robe.	ဥတု here read as menstruation (neither temperature nor season)
80854	dakasītalika	ကြာသိမ်၊ ကြာတံဆိပ်၊ (ညနေချမ်း၌ပွင့်သော) ကြာဖြူ။ ဓာန်၊ ဋီ၊ ၆၈၉-လည်းကြည့်ပါ။ «S1»	‹ကြာသိမ်›; ‹ကြာတံဆိပ်›; nenúfar blanco (que florece al fresco de la tarde). Véanse también [[dakasītalikamūlavaṇṇa]], [[dakasītalikamūlasaṇṭhāna]].	‹ကြာသိမ်›; ‹ကြာတံဆိပ်›; white water-lily (that blooms in the cool of the evening). See also [[dakasītalikamūlavaṇṇa]], [[dakasītalikamūlasaṇṭhāna]].	lotus/water-lily varieties ကြာသိမ်, ကြာတံဆိပ် not identified; 'see also' citation (Abhidhāna ṭīkā 689) dropped
80855	dakasītalikamūlavaṇṇa	ကြာသိမ်မြစ် အဆင်းရှိသော၊ ကြာသိမ်မြစ်နှင့် အဆင်းအားဖြင့်တူသော (အူသိမ်-စသည်)။ ရေ၌နစ်သော မှော်မြစ်အဆင်းရှိ၏လည်းဟူ၊ ဝိသုဒ္ဓိ၊သျ။	que tiene el color de la raíz de ‹ကြာသိမ်›; semejante en color a la raíz de ‹ကြာသိမ်› (el intestino delgado y demás). También se dice: tiene el color de la raíz del alga sumergida en el agua.	having the colour of the root of ‹ကြာသိမ်›; like the root of ‹ကြာသိမ်› in colour (the small intestine and so on). It is also said: it has the colour of the root of water-weed sunk in water.	plant ကြာသိမ် not identified; citation (Visuddhi) dropped
