id	iast	burmese	es	en	flag
93848	nikkhitta	မူရင်းကြည့်ပါ။	véase el original.	see the original.	source note only: 'see the original' (မူရင်းကြည့်ပါ); no definition given
93849	nikkhittakammaṭṭhāna	(၁) ထားအပ်သော ကမ္မဋ္ဌာန်း။ (တိ) (၂) စွန့်ပယ်ထားအပ်သော ကမ္မဋ္ဌာန်းရှိသော၊ ကမ္မဋ္ဌာန်းကို စွန့်ပယ်ထားသော၊ ကမ္မဋ္ဌာန်းကို စွန့်ပယ်ထားသော၊ ကမ္မဋ္ဌာန်းအားထုတ်မှု မရှိသော၊ သူ	(1) el *kammaṭṭhāna* establecido. (adjetivo) (2) que tiene el *kammaṭṭhāna* abandonado; que ha abandonado el *kammaṭṭhāna*; que ha abandonado el *kammaṭṭhāna*; que no se esfuerza en el *kammaṭṭhāna* (dicho de una persona).	(1) the *kammaṭṭhāna* that is set down. (adjective) (2) having the *kammaṭṭhāna* abandoned; who has abandoned the *kammaṭṭhāna*; who has abandoned the *kammaṭṭhāna*; who makes no effort in the *kammaṭṭhāna* (said of a person).	the clause 'who has abandoned the kammaṭṭhāna' is repeated in the source
93855	nikkhittachandatā	(၁) ချထား-ယုတ်လျော့စေ-အပ်သော အားထုတ်လိုမှုရှိ-သည်၏အဖြစ်-ခြင်း။ အားထုတ်လိုမှုကို-ချထား-ယုတ်လျော့စေခြင်း၊ အားထုတ်လိုမှု မရှိခြင်း။ (၂) ချထား-စွန့်ပယ်-အပ်သော- အလို- ရမက်-ကို-ချထား-ပယ်စွန့်-ခြင်း၊ အလို-ရမက်-မရှိခြင်း။	(1) el hecho de tener depuesto / disminuido el deseo de esforzarse; el deponer / disminuir el deseo de esforzarse; el no tener deseo de esforzarse. (2) el deponer / abandonar el deseo / el anhelo depuesto / abandonado; el no tener deseo / anhelo.	(1) the state of having the wish to exert oneself laid down / diminished; the laying down / diminishing of the wish to exert oneself; not having the wish to exert oneself. (2) the laying down / abandoning of desire / longing that is laid down / abandoned; not having desire / longing.	hyphenation in the source is irregular (-သည်၏အဖြစ်-ခြင်း; ချထား-စွန့်ပယ်-အပ်သော- အလို-); structure reconstructed
93858	nikkhittadaṇḍa	ချထား-စွန့်ပယ်-အပ်သော တုတ်ရှိသော၊ တုတ်-မကိုင်-မဆောင်-သော၊ သူ။ မူရင်းကြည့်ပါ။	que tiene el palo depuesto / abandonado; que no / sostiene / lleva / palo (dicho de una persona). Véase el original.	having the stick laid down / abandoned; who does not / hold / carry / a stick (said of a person). See the original.	source note 'see the original' (မူရင်းကြည့်ပါ)
93860	nikkhittadaṇḍahattha	ချထားအပ်သော-တုတ်-လှန်တံ-ရှိသော လက်ရှိသော၊ တုတ်-လှန်တံ- မကိုင်- မဆောင်-သော လက်ရှိသော၊ သူ။	que tiene la mano con el palo / ‹လှန်တံ› depuesto; que tiene la mano que no / sostiene / lleva / palo / ‹လှန်တံ› (dicho de una persona).	having a hand in which the stick / ‹လှန်တံ› is laid down; having a hand that does not / hold / carry / a stick / ‹လှန်တံ› (said of a person).	လှန်တံ unclear: possibly လှံတံ 'spear-shaft' misspelt
93874	nikkhittamaṁsa	(၁) ချန်ထားအပ်သော-အမဲ-နွားသား။ (တိ) (၂) ချထားအပ်သော အသားရှိသော။ (အသားတစ်၌ ချထားအပ်သော မျက်စိရှိသော၊ သူ)။	(1) carne / de res / de vaca / apartada. (adjetivo) (2) que tiene la carne puesta (delante). (que tiene los ojos puestos en la carne, dicho de una persona).	(1) meat / beef / cow's flesh / that has been set aside. (adjective) (2) having meat set down. (having one's eyes set on the meat, said of a person).	အသားတစ် in (2) probably a slip for အသား
93875	nikkhittamaṇisuvaṇṇa	ပယ်မြစ်အပ်သော ပတ္တမြားနှင့် ရွှေရှိသော၊ သူ။	que tiene prohibidos los rubíes y el oro (dicho de una persona).	having rubies and gold prohibited (said of a person).	ပယ်မြစ် here means 'prohibit / reject', not 'abandon'
93878	nikkhittarajju	ချထားအပ်သောကြိုး။	cuerda depuesta.	a rope that has been laid down.	no word-class label in the source
93879	nikkhittaloṇamacchaphālasadisa	ထည့်သွင်းထားအပ်သော ဆားရှိသော ငါးခြောက်ပြား (ငါးရံ့ခြောက်ခြမ်း၊ ဝိသုဒ္ဓိ၊သျ)။ နှင့် တူသော (မြွေပါးပျဉ်းစသည်)။	semejante a una tajada de pescado seco con sal (media tajada de pez cabeza de serpiente seco) (dicho del capuchón de la cobra, etc.).	resembling a strip of dried fish with salt put in it (a dried half of a snakehead fish) (said of a cobra's hood, etc.).	ငါးရံ့ taken as snakehead fish (Channa) and မြွေပါးပျဉ်း as cobra's hood: tentative; the sentence is broken by ။ before နှင့် တူသော
93885	nikkhittasabbakāyikaādāsa	ထားအပ်သော ကိုယ်လုံးပော်မှန်။	espejo de cuerpo entero colocado.	a full-length mirror that has been set up.	ပော် read as ပေါ် (ကိုယ်လုံးပေါ်မှန် 'full-length mirror')
