id	iast	burmese	es	en	flag
2	a	န'နိပါတ်၏ အာဒေသ-ပဋိသေဓ (တားမြစ်ခြင်းအနက်ရှိသော)-'အ'။ (၁) ဆန့်ကျင်ဖက်။ (၂) ဆုတ်ယုတ်ခြင်း။ (၃) တိုးပွါးခြင်း,ကြီးမြတ်ခြင်း။ (၄) အခြားတစ်ပါး။ (၅) မရှိခြင်း,ကင်းခြင်း။ (၆) ဆိတ်သုဉ်းခြင်း။ (၇) မသင့်လျော်ခြင်း။ (၈) အနည်းငယ်။ (၉) ဖြတ်ခြင်း။ (၁၀) မရောယှက်ခြင်း။ (၁၁) အတူ။	el *a* que es *ādesa* / *paṭisedha* (que tiene el significado de prohibición) de la partícula *na*. (1) lo contrario. (2) el decaer. (3) el crecer, el ser grande. (4) otro. (5) el no existir, el estar libre de. (6) el estar desierto. (7) el no ser apropiado. (8) un poco. (9) el cortar. (10) el no mezclarse. (11) juntamente.	the *a* that is the *ādesa* / *paṭisedha* (having the meaning of prohibition) of the particle *na*. (1) the opposite. (2) declining. (3) increasing, being great. (4) another. (5) not existing, being free from. (6) being desolate. (7) being unsuitable. (8) a little. (9) cutting. (10) not mixing. (11) together.	(6) ဆိတ်သုဉ်းခြင်း: desolate / empty / extinct
3	a	(ပုဒ်ပြည့်ကာမျှ,နိပါတ်မျှ=တဗ္ဘော) 'အ'။	(tan solo para completar la palabra, tan solo una partícula = *tabbho*) *a*.	(merely to fill out the word, merely a particle = *tabbho*) *a*.	ပုဒ်ပြည့် read as pādapūraṇa (word filler); တဗ္ဘော unclear, kept as Pāḷi
9	aṁsakāsāva	အံသကိုဋ်၊ ပခုံးကို သိုင်း၍ ဝတ်အပ်သော အလျား ၃-တောင့်,အနံ ၁-ထွာရှိ သင်္ကန်းငယ်။	paño de hombro; hábito pequeño, de 3 codos de largo y 1 palmo de ancho, que se lleva terciado sobre el hombro.	shoulder cloth; a small robe, 3 cubits long and 1 span wide, worn slung over the shoulder.	အံသကိုဋ် is a Burmese name of the garment, rendered descriptively
14	aṁsabhaṇḍikā	ပခုံးလွယ်သင်္ကန်း အိတ်ထောင့်။	esquina de la bolsa del hábito que se cuelga del hombro.	corner of the bag of the robe slung over the shoulder.	အိတ်ထောင့် uncertain: bag-corner / pouch
18	aṁsā	မြင်းသရိုက်နာ၊ လိပ်ခေါင်းနာ။ «S1»	fístula; hemorroides. Véase [[arisa]].	fistula; haemorrhoids. See [[arisa]].	မြင်းသရိုက်နာ / လိပ်ခေါင်းနာ: exact diseases uncertain (fistula, haemorrhoids)
27	akakkasa	အပြစ်မရှိသော၊ မကြမ်းတမ်းသော၊ သည်။ (က)အထပ်-အလွှာ-အဖု-အထစ်-အဟိုက်-အချိုင့်-ဟူသော အပြစ်မရှိသော၊ သည်။ (ခ) ငါး,ခရု,မှော် စသည့် အပြစ်မရှိသော၊ သည်။ (ဂ) မကြမ်းတမ်း- နူးညံ့ ပြေပြစ်-သော၊ သည်။	que no tiene defecto; que no es áspero (dicho de una cosa). (a) que no tiene los defectos, es decir, capa / estrato / protuberancia / muesca / saliente / hendidura (dicho de una cosa). (b) que no tiene los defectos de peces, caracoles, algas y demás (dicho de una cosa). (c) no áspero / suave / liso (dicho de una cosa).	faultless; not rough (said of a thing). (a) not having the faults, namely layer / stratum / lump / notch / projection / hollow (said of a thing). (b) not having the faults of fish, snails, weeds and so on (said of a thing). (c) not rough / soft / smooth (said of a thing).	(a) အဟိုက် uncertain
28	akakkasaṅga	အပြစ်မရှိ-မကြမ်းထမ်း-သော (ပွေး မှည့် စသည်တို့မှ ကင်းလွတ်သော) အင်္ဂါကြီးငယ်ရှိသော၊ သူ၊ သည်။	que tiene los miembros mayores y menores sin defecto / no ásperos (libres de tiña, lunares y demás) (dicho de una persona o de una cosa).	having the limbs, major and minor, faultless / not rough (free from ringworm, moles and so on) (said of a person or a thing).	မကြမ်းထမ်း read as မကြမ်းတမ်း
34	akaṅkha	(၁) ယုံမှားခြင်းမရှိသော၊ ယုံမှားခြင်းကို-ပယ်အပ်-ဖြတ်အပ်-အေးစေအပ်-ငြိမ်းစေအပ်-ဖြစ်ပော်ခွင့်မရှိစေအပ်-မဂ်ဉာဏ်ဖြင့် လောင်ကြွမ်းစေအပ်-ပြီးသော၊ သူ၊ သည်။ (၂) တဏှာ-တပ်မက်ခြင်း-မရှိသော-သူ၊ သည်။	(1) que no tiene duda; que tiene la duda abandonada / cortada / enfriada / apaciguada / privada de ocasión de surgir / consumida por el fuego del conocimiento del *magga* (dicho de una persona o de una cosa). (2) que no tiene *taṇhā* / pasión (dicho de una persona o de una cosa).	(1) having no doubt; with doubt abandoned / cut off / cooled / quenched / given no chance to arise / burnt up by the knowledge of the *magga* (said of a person or a thing). (2) having no *taṇhā* / passion (said of a person or a thing).	ဖြစ်ပော် read as ဖြစ်ပေါ်
38	akaṭayūsa	မပြုပြင်အပ်သော ပဲနောက်ပြုတ်ရည်။	caldo de legumbres hervidas no aderezado.	unprepared broth of boiled pulses.	ပဲနောက် species of pulse uncertain
40	akaṭānudhamma	မပြုအပ်သေးသော 'အနုဓမ္မ'(=ဩသာရဏကံ) ရှိသော၊ (ဩသာရဏကံ အပြုမခံရသေးသော၊ သံဃာက-ကြည်ဖယ်ထား-နှင်ထုတ်ထား-ခြင်းခံရပြီး သံဃာ့ဘောင်သို့ ပြန်လည် သွတ်သွင်းခြင်း မခံရသေးသော)သူ၊ သည်။ «S1»	que tiene el *anudhamma* (= *osāraṇakamma*) aún no hecho; (a quien aún no se le ha hecho el *osāraṇakamma*; que, habiendo sido apartado / expulsado por la *saṅgha*, aún no ha sido readmitido en la comunidad de la *saṅgha*) (dicho de una persona o de una cosa). Véanse también [[anudhamma]], [[osāraṇa]].	having the *anudhamma* (= *osāraṇakamma*) not yet done; (on whom the *osāraṇakamma* has not yet been performed; who, having been set aside / expelled by the *saṅgha*, has not yet been readmitted into the fold of the *saṅgha*) (said of a person or a thing). See also [[anudhamma]], [[osāraṇa]].	ကြည်ဖယ် read as ကြဉ်ဖယ် (set aside)
