id	iast	burmese	es	en	flag
67567	chidda	(၁) အပေါက်နှင့်တူသော တရား။ (တိ) (၂) (က) အပေါက်ရှိသော၊ အပေါက်ပါသော၊ ပေါက်သော။ (ခ) ခွက်-ချိုင့်-ဟိုက်-ရှိသော၊ ခွက်-ချိုင့်-ဟိုက်-ရှိသော၊ ခွက်-ချိုင့်-ဟိုက်-သော။ (ဂ) လစ်လပ်-ကျဲ-ပြတ်-ခြင်းရှိသော၊ လစ်လပ်-ကျဲပြတ်-သော။ (ဃ) ပေါက်-လစ်ဟင်း-ချွတ်ယွင်း-ပျက်ကွက်-ခြင်းရှိသော၊ ပေါက်-လစ်ဟင်း-ချွတ်ယွင်း-ပျက်ကွက်-သော။ (င) အပေါက်-ပျက်စီးခြင်း-ရှိသော၊ ပေါက်-ပျက်စီး-သော။ (စ) ဟာလာဟင်းလင်းပွင့်သော၊ ဆိတ်သုဉ်းသော။	(1) estado semejante a un agujero. (adjetivo) (2) (a) que tiene agujeros; que contiene agujeros; agujereado. (b) que tiene cavidades / hondonadas / huecos; que tiene cavidades / hondonadas / huecos; cóncavo / hundido / hueco. (c) que tiene vacíos / claros / cortes; vacío / discontinuo. (d) que tiene agujeros / huecos / defectos / fallos; agujereado / con huecos / defectuoso / fallido. (e) que tiene agujeros / deterioro; agujereado / deteriorado. (f) abierto de par en par; vacío.	(1) a state resembling a hole. (adjective) (2) (a) having holes; containing holes; holed. (b) having hollows / depressions / cavities; having hollows / depressions / cavities; hollow / sunken / concave. (c) having gaps / sparseness / breaks; gapped / broken. (d) having holes / gaps / defects / failings; holed / gaping / defective / failing. (e) having holes / damage; holed / damaged. (f) gaping wide open; empty.	(2)(b) repeats the same alternative twice in the source.
67595	chiddābhāva	အပြတ်မရှိသော၊ အဆက်မပြတ်သော။	que no tiene interrupción; ininterrumpido.	having no break; unbroken.	Masculine noun headword (chidda + abhāva) but the gloss is adjectival ('without a break'); check against the source.
67601	chinda	(က) ခုတ်ဖြတ်လော့၊ ပိုင်းဖြတ်လော့၊ လှီးဖြတ်လော့။ (ခ) ဖြတ်လော့၊ ပယ်လော့၊ ဖြုတ်လော့၊ ချလော့။ (ဂ) ရိတ်လော့၊ ဖြတ်လော့၊ ရိတ်ဖြတ်လော့၊ ပယ်ဖျက်လော့။ (င) ဆွဲဖြတ်လော့။ (စ) ကိုက်ဖြတ်လော့။ (ဆ) တိုက်ဖြတ်လော့။ (ဇ) ဆုံးဖြတ်လော့။	(a) corta a golpes; corta en trozos; corta en rebanadas. (b) corta; abandona; quita; echa abajo. (c) siega; corta; siega y corta; elimina. (e) arranca de un tirón. (f) corta a mordiscos. (g) corta golpeando. (h) decide.	(a) chop off!; cut up!; slice off!. (b) cut!; abandon!; remove!; drop!. (c) reap!; cut!; reap off!; eliminate!. (e) tear off!. (f) bite off!. (g) strike off!. (h) decide!.	Imperative forms (-လော့). Sense (ဃ)/(d) is missing in the source; letters kept as printed.
67604	chindatu	(က) ခုတ်ဖြတ်လော့၊ ပိုင်းဖြတ်လော့၊ လှီးဖြတ်လော့။ ၉ခ) ကိုက်ဖြတ်လော့။ «S1»	(a) corta a golpes; corta en trozos; corta en rebanadas. (b) corta a mordiscos. Véase [[chindati]].	(a) chop off!; cut up!; slice off!. (b) bite off!. See [[chindati]].	Imperative (-လော့). '၉ခ)' in the source read as (ခ)/(b).
67606	chindatha	(က) ခုတ်ဖြတ်ကုန်၏၊ ခုတ်ဖြတ်ကုန်လော့၊ ပိုင်းဖြတ်ကုန်၏၊ ပိုင်းဖြတ်ကုန်လော့၊ လှီးဖြတ်ကုန်၏၊ လှီးဖြတ်ကုန်လော့။ (ခ) ပယ်ဖြတ်ကုန်၏၊ ပယ်ဖြတ်ကုန်လော့၊ ပယ်ဖျက်ကုန်၏၊ ပယ်ဖျက်ကုန်လော့၊ ပယ်ဖျောက်ကုန်၏၊ ပယ်ဖျောက်ကုန်လော့။ (ဂ) ဆုံးဖြတ်ကုန်လော့။ «S1»	(a) cortan a golpes; corten a golpes; cortan en trozos; corten en trozos; cortan en rebanadas; corten en rebanadas. (b) abandonan cortando; abandonen cortando; abandonan destruyendo; abandonen destruyendo; abandonan haciendo desaparecer; abandonen haciendo desaparecer. (c) decidan. Véase [[chindati]].	(a) they chop off; chop off!; they cut up; cut up!; they slice off; slice off!. (b) they abandon by cutting off; abandon by cutting off!; they abandon by destroying; abandon by destroying!; they abandon by making disappear; abandon by making disappear!. (c) decide!. See [[chindati]].	Burmese gives both indicative (ကုန်၏) and plural imperative (ကုန်လော့); person unmarked (headword is 2nd plural).
67612	chindanakiriyā	ဖြတ်ခြင်းကိရိယာ။	*kiriyā* del cortar.	the *kiriyā* of cutting.	ကိရိယာ may here be colloquial Burmese 'tool, instrument' rather than Pāḷi kiriyā 'action'; kept in Pāḷi.
67613	chindanaṭṭha	(၁) ဖြတ်တတ်သော အနက်သဘော။ (၂) ဖြတ်-ခုတ်ဖြတ်-ပိုင်းဖြတ်-လှီးဖြတ်-စဉ်း-ထုံး-တစ်-ရာဖြစ်သော အနက်သဘော။	(1) el significado de 'que suele cortar'. (2) el significado de 'aquello en que se corta / corta a golpes / corta en trozos / rebana / pica / ‹ထုံး› / ‹တစ်›'.	(1) the meaning 'apt to cut'. (2) the meaning 'that in which one cuts / chops off / cuts up / slices off / minces / ‹ထုံး› / ‹တစ်›'.	(2) ထုံး and တစ် unclear (possibly 'hew' / 'hack'); left in Burmese.
67617	chindanta	(၁) (က) ဖြတ်တတ်သော။ (ခ) ခုတ်ဖြတ်-ပိုင်းဖြတ်-လှီးဖြတ်-တတ်သော။ (ဂ) ရိတ်ဖြတ်-လှီးဖြတ်-တတ်သော။ (ဃ) တူးဖြတ်-ခွါဖြတ်-ခူးဖြတ်-တတ်သော။ (င) ဖြတ်တတ်-ပိုင်းတတ်-သော။ (စ) ဖြတ်တတ်-ပိုင်းတတ်-သော။ (ဆ) ဖြတ်-ပယ်-တတ်သော။ (ဇ) ဖြတ်တတ်-ကူးတတ်-သော။ (ဈ) နင်းဖြတ်တတ်သော။ (ည) ကိုက်ဖြတ်တတ်သော။ (ဋ) ကိုက်ဖြတ်-ညှပ်ဖြတ်-တတ်သော။ (ဌ) ပယ်ဖြတ်-ပယ်ဖျောက်-ပယ်ဖျက်-တတ်သော။ (ဍ) ပယ်ရှင်း-သုတ်သင်-တတ်သော။ (ဎ) ဖောက်ထွင်း-ဖောက်ဖြတ်-ဖောက်ဖျက်-တတ်သော။ (ဏ) ဖြတ်တတ်-ဖောက်တတ်-သော။ (တ) ဖြတ်-ထွင်း-ထု-နှိပ်-ရေးသား-တတ်သော။ (ထ) ဖြတ်တတ်-ချိုးတတ်-ဖောက်တတ်-သော။ (ဒ) ခွဲ-ဖောက်-တတ်သော။ (ဓ) ခုတ်ဖြတ်-ရှင်းလင်း-တတ်သော။ (န) ဆုံးဖြတ်တတ်သော။ (ပ) စတု-တံသုတ်-တာတုတ်-တိုက်-ကြမ်း-သော၊ သူ။ (၂) ဖြတ်ကြောင်းဖြစ်သော။	(1) (a) que suele cortar. (b) que suele cortar a golpes / cortar en trozos / cortar en rebanadas. (c) que suele segar / cortar en rebanadas. (d) que suele cortar cavando / cortar desprendiendo / cortar recogiendo. (e) que suele cortar / partir. (f) que suele cortar / partir. (g) que suele cortar / abandonar. (h) que suele cortar / atravesar. (i) que suele cruzar pisando. (j) que suele cortar a mordiscos. (k) que suele cortar a mordiscos / cortar con tijeras. (l) que suele abandonar cortando / abandonar haciendo desaparecer / abandonar destruyendo. (m) que suele despejar / eliminar. (n) que suele irrumpir / abrir atravesando / quebrantar. (o) que suele cortar / perforar. (p) que suele cortar / tallar / golpear / imprimir / escribir. (q) que suele cortar / quebrar / perforar. (r) que suele partir / perforar. (s) que suele cortar a golpes / despejar. (t) que suele decidir. (u) ‹စတု› / ‹တံသုတ်› / ‹တာတုတ်› / ‹တိုက်› / tosco (dicho de una persona). (2) que es la causa de cortar.	(1) (a) apt to cut. (b) apt to chop off / cut up / slice off. (c) apt to reap / slice off. (d) apt to cut by digging / cut by stripping / cut by picking. (e) apt to cut / sever. (f) apt to cut / sever. (g) apt to cut / abandon. (h) apt to cut / cross. (i) apt to tread across. (j) apt to bite off. (k) apt to bite off / clip off. (l) apt to abandon by cutting off / abandon by making disappear / abandon by destroying. (m) apt to clear away / eliminate. (n) apt to break into / break through / break apart. (o) apt to cut / pierce. (p) apt to cut / carve / strike / press / write. (q) apt to cut / break / pierce. (r) apt to split / pierce. (s) apt to chop off / clear. (t) apt to decide. (u) ‹စတု› / ‹တံသုတ်› / ‹တာတုတ်› / ‹တိုက်› / rough (said of a person). (2) being the cause of cutting.	(1)(u) looks garbled (စတု-တံသုတ်-တာတုတ်-တိုက်-ကြမ်း; perhaps 'stout, sturdy, rough'); left in Burmese. (e) and (f) identical in the source.
67618	chindanta	စုတ်-ပြတ်-သော အနားရှိသော အဝတ်၊ အနား-စုတ်-ပြတ်-သောအဝတ် (အဝတ်စုတ်၊ အဝတ်ပြတ်၊ အဝတ်ပိုင်း)။	paño que tiene bordes raídos / cortados; paño de bordes raídos / cortados (paño raído, paño cortado, trozo de paño).	a cloth having torn / cut edges; a cloth with torn / cut edges (a torn cloth, a cut cloth, a piece of cloth).	The sense fits chinnanta rather than chindanta; check the headword.
67623	chindayissaṁ	ခုတ်ဖြတ်လတ်အံ့၊ ပိုင်းဖြတ်လတ်အံ့၊ လှီးဖြတ်လတ်အံ့၊ ပြတ်စေလတ်အံ့။ «S1»	cortará a golpes; cortará en trozos; cortará en rebanadas; hará que quede cortado. Véase [[chindati]] (b).	will chop off; will cut up; will slice off; will cause to be severed. See [[chindati]] (b).	Headword is 1st person; the Burmese future is unmarked for person, rendered in the 3rd.
