id	iast	burmese	es	en	flag
49260	kilesa	(၁) ပူပန်စေတတ်-နှိပ်စက်တတ်-ညစ်ညူးကြောင်းဖြစ်-သောတရား၊ ကိလေသာ။ (၂) ဆင်းရဲပင်ပန်းခြင်း။ (၃) အနာရောဂါ။ «S1» မူရင်းကြည့်ပါ။	(1) estado que suele atormentar / que suele oprimir / que es causa de impureza; *kilesa*. (2) el sufrimiento y la fatiga. (3) la enfermedad. Véase también [[saṁkilesa]]. Véase el original.	(1) a state apt to torment / apt to oppress / that is a cause of impurity; *kilesa*. (2) suffering and weariness. (3) disease. See also [[saṁkilesa]]. See the original.	source editor's note 'see the original' (မူရင်းကြည့်ပါ)
49262	kilesaïṇa	ကိလေသာ-ကြွေး-မြီ။	la deuda / el débito de los *kilesa*.	the debt / obligation of *kilesa*.	hyphen after ကိလေသာ read as ကိလေသာ + alternatives ကြွေး / မြီ (both 'debt')
49281	kilesakāmayutta	ကိလေသကာမ,ယှဉ်သော။ «S1»	asociado con el *kilesakāma*. Véase [[kilesakāmasukha]].	associated with *kilesakāma*. See [[kilesakāmasukha]].	source garbled: ကိလေသကာမ,ယှဉ်သော (misspelt, stray comma); read as ကိလေသာကာမနှင့် ယှဉ်သော
49318	kilesagāha	စွဲလမ်းဖမ်းယူတတ်သော (မိကျောင်းမကာရ်းနှင့် တူသော) ကိလေသာ။	*kilesa* que suele aferrar y apresar (semejante al cocodrilo y al *makara*).	*kilesa* apt to cling and seize (like the crocodile and the *makara*).	မကာရ်း read as မကာရ် (makara, a sea monster)
49334	kilesacarita	ကိလေသာစရိုက်-ရှိသော-ပြောသော-များသော၊ သူ။	que tiene / que habla de / en quien abunda el temperamento (*carita*) de los *kilesa* (dicho de una persona).	having / speaking of / abounding in the temperament (*carita*) of *kilesa* (said of a person).	ပြောသော ('speaking') among the alternatives looks odd; possibly for ပြသော ('showing')
49375	kilesadamana	ကိလေသာကို-ဆုံးမ-ကံမြစ်-ခြင်း။	el disciplinar / refrenar los *kilesa*.	the disciplining / restraining of *kilesa*.	ကံမြစ် read as ကန့်မြစ် ('restrain, forbid')
49430	kilesanibbidā	ကိလေသာ-ကို-၌-ငြီးငွေ့ခြင်း။	el hastío de / en los *kilesa*.	weariness of / with *kilesa*.	hyphens mark case alternatives ကို / ၌ on ကိလေသာ
49431	kilesanimitta	ကိလေသာဟူသော အကြောင်း။ (တိ) (၂) ကိလေသာဟူသော အကြောင်းရှိသော။	la causa que son los *kilesa*. (adjetivo) (2) que tiene por causa los *kilesa*.	the cause that is *kilesa*. (adjective) (2) having *kilesa* as cause.	sense marker (1) missing in the source
49436	kilesanīya	ပူပန်စေအပ်သော (ဝတ္ထု)။	que ha de ser atormentado (objeto).	to be tormented (an object).	(ဝတ္ထု) read as 'object'; sense of -စေအပ်သော (to be made to torment / be tormented) uncertain
49446	kilesandhakāravidhamana	ကိလေသာ-အမိုက်တိုက်-အမိုက်မှောင်-အမိုက်တိုက်-ကို-မှုတ်လွှင့်-ဖျောက်လွှင့်-ဖျက်ဆီး-ခြင်း။	el disipar soplando / hacer desaparecer / destruir las densas tinieblas / la oscuridad / las densas tinieblas de los *kilesa*.	the blowing away / dispelling / destroying of the thick gloom / darkness / thick gloom of *kilesa*.	source repeats အမိုက်တိုက် (thick gloom) among the alternatives
49477	kilesaparitāpitādīpana	ကိလေသာတို့ကို ပူပန်စေတတ်သည်၏ အဖြစ်ကို ပြခြင်း။	el mostrar el hecho de que suele atormentar a los *kilesa*.	the showing of the state of being apt to torment *kilesa*.	literal; ကိလေသာတို့ကို ... may mean 'tormented by kilesa' (headword paritāpita)
49482	kilesaparinibbānadhamma	ကိလေသ ပရိနိဗ္ဗန် ပြုခြင်းသဘောရှိသော၊ သူ။	que tiene la naturaleza de realizar el *kilesaparinibbāna* (dicho de una persona).	having the nature of attaining *kilesaparinibbāna* (said of a person).	source spelling ကိလေသ ပရိနိဗ္ဗန် read as kilesaparinibbāna
49487	kilesapariyādāna	ကိလေသာတို့၏ အကြွင်းမဲ့-ကုန်ရာ-ကုန်ကြောင်း-ကုန်ခြင်း။	sin residuo / el lugar donde se agotan / la causa por la que se agotan / el agotarse de los *kilesa*.	without remainder / the place where *kilesa* are exhausted / the cause of their exhaustion / the exhaustion of *kilesa*.	first alternative အကြွင်းမဲ့ ('without remainder') probably qualifies the other three
49513	kilesapisāca	ကိလေသာမြေဘုတ်ဘီလူး၊ မြေဘုတ်ဘီလူးနှင့်တူသော ကိလေသာ။	el trasgo *yakkha* de los *kilesa*; *kilesa* semejante a un trasgo *yakkha*.	the goblin *yakkha* of *kilesa*; *kilesa* that is like a goblin *yakkha*.	မြေဘုတ်ဘီလူး (pisāca): rendered 'goblin' + ⟦=yakkha⟧; check
49514	kilesapīti	ကိလေသာ,ယှဉ်သော-နှစ်သက်ခြင်း-ပီတိ။ «S1»	el deleite / *pīti* asociado con los *kilesa*. Véase [[attapītirata]].	the delight / *pīti* associated with *kilesa*. See [[attapītirata]].	stray comma in ကိလေသာ,ယှဉ်သော read as ကိလေသာနှင့် ယှဉ်သော
49536	kilesaphāsukā	ကိလေသာဟူသော အခြင်ရနယ်။	‹အခြင်ရနယ်› que son los *kilesa*.	‹အခြင်ရနယ်› that is *kilesa*.	အခြင်ရနယ် unclear (garbled?); phāsukā usually 'rib / rafter' or 'comfort'
49541	kilesabala	(၁) ကိလေသာ၏ အားအစွမ်း။ (၂) ကိလေသာစစ်သည်ဗိုလ်ပါ၊ ကိလေသာစစ်တပ်။ (၂)  «S1»	(1) la fuerza de los *kilesa*. (2) las tropas de los *kilesa*; el ejército de los *kilesa*. Véase [[kilesabalakāya]].	(1) the strength of *kilesa*. (2) the troops of *kilesa*; the army of *kilesa*. See [[kilesabalakāya]].	stray second '(၂)' before «S1» in the source
49547	kilesabyasanupatāpana	ကိလေသာဟူသော ပျက်စီးခြင်းကို ပူပန်စေခြင်း။	el hacer atormentar la ruina que son los *kilesa*.	the causing of torment by the ruin that is *kilesa*.	literal; relation of ပျက်စီးခြင်းကို to ပူပန်စေခြင်း unclear
49572	kilesamaccherābhibhūta	ကိလေသာ၌ ဝန်တိုခြင်းဖြင့် နှိပ်စက်အပ်သော။	oprimido por la avaricia respecto a los *kilesa*.	oppressed by stinginess with regard to *kilesa*.	literal; ကိလေသာ၌ ဝန်တိုခြင်း may be 'kilesa and stinginess' (kilesa-macchera)
49612	kilesarakkhasa	ကိလေသာရက္ခိုသ်ဘီလူး။	el *rakkhasa* *yakkha* de los *kilesa*.	the *rakkhasa* *yakkha* of *kilesa*.	ရက္ခိုသ် read as rakkhasa (ogre); spelling garbled
49673	kilesavicāra	ကိလေသာ,တကွ ဖြစ်သော သုံးသပ်မှု။ «S1»	el examinar que se da junto con los *kilesa*. Véase [[kilesavitakka]].	the examining that occurs together with *kilesa*. See [[kilesavitakka]].	stray comma in ကိလေသာ,တကွ read as ကိလေသာနှင့် တကွ
49717	kilesavisūkāyika	ကိလေသာ-ငြောင့်-တံကျင်။	tocón / estaca de los *kilesa*.	snag / stake of the *kilesa*.	hyphen after ကိလေသာ read as a compound break, not as a third alternative
49734	kilesasaṁyutta	ကိလေသာသံယုတ်။	el *kilesasaṁyutta*.	the *kilesasaṁyutta*.	title of a text section (saṁyutta), kept in Pāḷi
49781	kilesasampayuttaduka	ကိလေသာသမ္ပယုတ္တဒုက်။	el *kilesasampayuttaduka*.	the *kilesasampayuttaduka*.	name of a mātikā pair (duka), kept in Pāḷi
49800	kilesasiṅgāra	ကိလေသာဟူသော ဦးချို၊ ဦးချိုနှင့်တူသော ကိလေသာ။	el cuerno que son los *kilesa*; los *kilesa*, semejantes a un cuerno.	the horn that is the *kilesa*; the *kilesa*, resembling a horn.	definition repeats the preceding entry (siṅga, horn); siṅgāra usually means adornment / erotic sentiment
49805	kilesasuddhi	ကိလေသာ-၏-မှ-စင်ကြယ်ခြင်း။	la pureza de / respecto de los *kilesa*.	the purity of / from the *kilesa*.	hyphens give two case readings of ကိလေသာ: genitive ၏ and ablative မှ
49846	kilesāmisa	သုံးသပ်ကြောင်း ကိလေသာ၊ ကိလေသာဟူသော အာမိသ။	los *kilesa* que son causa de palpar; el *āmisa* que son los *kilesa*.	the *kilesa* that are the cause of fondling; the *āmisa* that is the *kilesa*.	သုံးသပ်ကြောင်း unclear (touching / fondling? considering?); rendered tentatively
49890	kilesūpadhi	ကိလေသာဟူသော ဥပဓိ၊ (ဆင်းရဲ၏) တည်ရာဖြစ်သော ကိလေသာ၊ ဝဋ်ဆင်းရဲကို တည်ဆောက်တတ်သော ကိလေ။	el *upadhi* que son los *kilesa*; los *kilesa* que son el soporte (del sufrimiento); los *kilesa* que suelen edificar el sufrimiento del *vaṭṭa*.	the *upadhi* that is the *kilesa*; the *kilesa* that are the basis (of suffering); the *kilesa* apt to build up the suffering of the *vaṭṭa*.	last word truncated in the source (ကိလေ for ကိလေသာ); read as ကိလေသာ
