id	iast	burmese	es	en	flag
60690	ca	ဤစသဒ္ဒါသည် (၁) ပုဒ်၏အနက်ကို ထွန်းပြသော စ၊ (၂) ဝါကျ၏ အနက်ကို ထွန်းပြသော စ-ဟု ၂-မျိုးရှိသည်။ မူရင်းကြည့်ပါ။	esta palabra *ca* es de 2 clases: (1) el *ca* que muestra el significado de una palabra; (2) el *ca* que muestra el significado de una oración. Véase el original.	this word *ca* is of 2 kinds: (1) the *ca* that shows the meaning of a word; (2) the *ca* that shows the meaning of a sentence. See the original.	editor's note 'see the original' (မူရင်းကြည့်ပါ) in the source
60694	cakora	စကောရငှက်၊ စင်ရော်ငှက်။	el ave *cakora*; gaviota (‹စင်ရော်ငှက်›).	the *cakora* bird; gull (‹စင်ရော်ငှက်›).	bird names: cakora is usually the chukar partridge; စင်ရော်ငှက် tentatively 'gull'
60695	cakka	(၁) ဘီး၊ စက်ဘီး၊ လှည့်ဘီး၊ ရထားဘီး။ (၂) စက်လက္ခဏာ။ (က) မြတ်စွာဘုရား၏ ခြေဖဝါးတော်၌ ထင်ရှားရှိသော ၁၀၈-ကွက် စက်လက္ခဏာတော်။ (ခ) မြတ်စွာဘုရား၏ ခြေတော်ရာ၌ ထင်သော ၁၀၈-ကွက်စက်လက္ခဏာတော်၊ ခြေတော်ရာစက်လက္ခဏာ။ (၃) အာဏာစက်။ (၄) ဓမ္မစက်။ (၅) သင်တုန်းစက်။ (၆) ဣရိယာပထစက်၊ ဣရိယာပုထ် ၄-ပါးဟူသောစက်။ (၇) သမ္ပတ္တိစက်၊ ပတိရူပဒေသဝါသ,သပ္ပုရိသူပနိဿယ,အတ္တသမ္မာပဏိဓိ,ပုဗ္ဗေကတပုညတာ-ဟူသော သမ္ပတ္တိစက်။ (ဂ) စကြာရတနာ၊ စကြဝတေးမင်းတို့၏ အသုံးအဆောင် ဖြစ်သောယာဉ်။ (၉) စက်ဝန်း၊ စက်ဝိုင်း၊ အဝန်းအဝိုင်း၊ ဝန်းဝိုင်းသောအရာ။ (၁၀) စစ်တပ်၊ စစ်သည်၊ စစ်သား။ (၁၁) အား၊ အစွမ်း။ (၁၂) စက်လက်နက်၊ လက်နက်စကြာ၊ ဝန်းဝိုင်းသော အခြင်းအရာအားဖြင့် ပြုအပ်သော လက်နက်အထူး။ (၁၃) စက်၊ စက်ယန္တရား။ (က) အိုးထိန်းစက်၊ အိုးလုပ်သောစက်၊ အိုးစက်။ (ခ) ဆီကြိတ်စက်၊ ဆီစက်။ (၁၄) ဒါန။ (က) စွန့်ကြဲ-ပေးကမ်း-လှူဒါန်း-ခြင်း။ (ခ) စွန့်ကြဲ-ပေးကမ်း-လှူဒါန်း-ဖွယ်ဖြစ်သော ဝတ္ထုပစ္စည်း။ (၁၅) အပေါင်း၊ အစု။ (၁၆) စက်၊ စက်လှည့်ခြင်း၊ တရားတစ်မျိုးကို မူတည်၍ အခြားတရားများကို မူလီသွတ်ကာလှည့်၍-ဟော-ဆို-ညွှန်-ပြ-ခြင်း။ (၁၇) ယာဉ်၊ ဆင်,မြင်း,လှည်း,ရထားစသောယာဉ်။ (၁၈) စကြာ၊ ကစားစရာစကြာ။ (၁၉) စကြဝတေးမင်းတို့၏ ကျင့်ဝတ်တရား။ (၂၀) သာသနာ။ (၂၁) စက္ကဝက်ငှက်။	(1) rueda; rueda de disco; rueda giratoria; rueda de carroza. (2) el signo de la rueda. (a) el signo de la rueda de 108 divisiones, manifiesto en la planta del pie del Buddha. (b) el signo de la rueda de 108 divisiones que aparece en la huella del pie del Buddha; el signo de la rueda de la huella. (3) la rueda de la autoridad. (4) *dhammacakka*. (5) la rueda de navajas. (6) la rueda de las posturas (*iriyāpatha*); la rueda que son las 4 posturas (*iriyāpatha*). (7) la rueda de las *sampatti*; la rueda de las *sampatti* que son *patirūpadesavāsa*, *sappurisūpanissaya*, *attasammāpaṇidhi*, *pubbekatapuññatā*. (8) la joya de la rueda; el vehículo que es parte del equipo de los reyes *cakkavatti*. (9) círculo; disco; redondez; cosa redonda. (10) ejército; guerrero; soldado. (11) fuerza; poder. (12) arma de disco; disco arrojadizo; arma especial hecha en forma redonda. (13) máquina; mecanismo. (a) torno de alfarero; máquina para hacer vasijas; torno. (b) prensa de aceite; molino de aceite. (14) *dāna*. (a) el desprenderse / dar / ofrendar. (b) el bien material que se ha de desprender / dar / ofrendar. (15) conjunto; grupo. (16) rueda; el hacer girar la rueda; el enseñar / decir / indicar / mostrar tomando como base una enseñanza y haciendo girar las demás enseñanzas como insertadas en un eje. (17) vehículo; vehículo como el elefante, el caballo, el carro, la carroza y demás. (18) disco; disco de juguete. (19) las normas de conducta de los reyes *cakkavatti*. (20) *sāsanā*. (21) tarro canelo (el ave *cakkavāka*).	(1) wheel; disc wheel; turning wheel; chariot wheel. (2) the wheel mark. (a) the wheel mark of 108 divisions, manifest on the sole of the Buddha's foot. (b) the wheel mark of 108 divisions appearing in the Buddha's footprint; the footprint wheel mark. (3) the wheel of authority. (4) *dhammacakka*. (5) the razor wheel. (6) the wheel of the postures (*iriyāpatha*); the wheel that is the 4 postures (*iriyāpatha*). (7) the wheel of the *sampatti*; the wheel of the *sampatti*, namely *patirūpadesavāsa*, *sappurisūpanissaya*, *attasammāpaṇidhi*, *pubbekatapuññatā*. (8) the wheel treasure; the vehicle that is part of the equipment of the *cakkavatti* kings. (9) circle; disc; roundness; a round thing. (10) army; warrior; soldier. (11) strength; power. (12) discus weapon; throwing disc; a special weapon made in round form. (13) machine; mechanism. (a) potter's wheel; machine for making pots; wheel. (b) oil press; oil mill. (14) *dāna*. (a) the relinquishing / giving / offering. (b) the material thing to be relinquished / given / offered. (15) collection; group. (16) wheel; the turning of the wheel; the teaching / saying / pointing out / showing, taking one teaching as the base and turning the other teachings as though fitted on an axle. (17) vehicle; vehicle such as elephant, horse, cart, chariot and so on. (18) disc; toy disc. (19) the rules of conduct of the *cakkavatti* kings. (20) *sāsanā*. (21) ruddy shelduck (the *cakkavāka* bird).	sense (8) is numbered (ဂ) in the source, rendered (8); sense (16) 'မူလီသွတ်ကာလှည့်၍' (as fitted on a pin/axle) is uncertain
60700	cakkaṅga	ဟင်္သာ။	*haṅsā*.	*haṅsā*.	bird name ဟင်္သာ (haṁsa: goose / swan) left in Pāḷi
60710	cakkana	စက္ကနမည်သောသူ။ မူရင်းကြည့်ပါ။	persona llamada *cakkana*. Véase el original.	a person named *cakkana*. See the original.	editor's note 'see the original' (မူရင်းကြည့်ပါ) in the source
60724	cakkapāṇi	လက်၌ စက်လက်နက် ရှိသောသူ၊ စက်လက်နက်စွဲကိုင်သောသူ၊ ဗိသဏိုးနတ်။	el que tiene en la mano un arma de disco; el que empuña un arma de disco; el *deva* *Viṣṇu*.	one who has a discus weapon in his hand; one who wields a discus weapon; the *deva* *Viṣṇu*.	ဗိသဏိုး romanised as Viṣṇu (Pāḷi Veṇhu); check romanisation
60738	cakkamaddaka	ပွေးနာကို ဖျက်ဆီးတတ်သောအပင်၊ ဒန့်ကျွဲပင်။	planta que suele destruir la tiña; la planta ‹ဒန့်ကျွဲ› (¿Cassia tora?).	a plant apt to destroy ringworm; the ‹ဒန့်ကျွဲ› plant (Cassia tora?).	plant ဒန့်ကျွဲ tentatively identified as Cassia tora
60762	cakkaratanānubhāvanibbatti	စကြာရတနာဋ္ဌ-အစွမ်း-တန်ခိုး-အာနုဘော်-၏ဖြစ်ခြင်း။	el surgir de la capacidad / el poder / la majestad de la joya de la rueda.	the arising of the strength / power / majesty of the wheel treasure.	source reads စကြာရတနာဋ္ဌ, apparently a typo for စကြာရတနာ၏
60777	cakkalabandhakiṭika	ဘီးဖြင့်ဖွဲ့အပ်သော-ဘီးတပ်သော-ကဲလား-တံခါးရွက်။ «S1»	‹ကဲလား› / hoja de puerta atada con ruedas / provista de ruedas. Véase [[cakkalayutta]].	‹ကဲလား› / door leaf bound with wheels / fitted with wheels. See [[cakkalayutta]].	ကဲလား unclear (a lattice or shutter?), left in Burmese
60850	cakkavattī	(၁) စကြဝတေးမင်း။ စကြာမင်း။ (၂) စကြဝတေးမင်း၏အဖြစ် (ဘာဝပ္ပဓာန)။ «S1» မူရင်းကြည့်ပါ။	(1) el rey *cakkavatti*. El rey de la rueda. (2) el hecho de ser rey *cakkavatti* (*bhāvappadhāna*). Véase [[cakkavattisaṁvattaniyakamma]]. Véase el original.	(1) the *cakkavatti* king. The wheel king. (2) the state of being a *cakkavatti* king (*bhāvappadhāna*). See [[cakkavattisaṁvattaniyakamma]]. See the original.	editor's note 'see the original' (မူရင်းကြည့်ပါ) in the source
