id	iast	burmese	es	en	flag
88185	dha	အက္ခရာ ၄၁-လုံးတို့တွင် ၂၇-လုံးမြောက်-ဗျည်း ၃၃-လုံးတို့တွင် ၁-လုံးမြောက်-ဝဂ် ၅-ဝဂ်တို့တွင် သွားအရပ်၌ ဖြစ်သော 'ဒန္တဇ' တဝဂ်၏ ၄-လုံးမြောက် 'စတုတ္ထ'-သရကို မှီလော 'နိဿိတ'-ဗျည်း အက္ခရာ။ မူရင်းကြည့်ပါ။	de las 41 letras, la 27.ª; de las 33 consonantes, la 1.ª; de los 5 grupos (vagga), en el grupo ta, que se produce en los dientes (*dantaja*), la 4.ª (*catuttha*): letra consonante que depende (*nissita*) de una vocal. Véase el original.	of the 41 letters, the 27th; of the 33 consonants, the 1st; of the 5 groups (vagga), in the ta-group, produced at the teeth (*dantaja*), the 4th (*catuttha*): a consonant letter that depends (*nissita*) on a vowel. See the original.	source note 'see the original' (မူရင်းကြည့်ပါ); the ordinals (1st of 33 consonants, 1st of 5 vaggas) look wrong for dha and the sentence is garbled
88214	dhaṅkhati	(၁) ပြင်းထန်စွာ ထုံ၏။ (၂) သို့လော သို့လောတွေးတော-ယုံမှား-၏။ (၃) အလိုရှိ၏။ (၄) ပြင်းစွာ မြည်တွန်၏။	(1) desprende un olor intenso. (2) duda / vacila pensando ‘¿será así o así?’. (3) desea. (4) grita con fuerza.	(1) smells strongly. (2) doubts / wavers, thinking ‘is it so, or so?’. (3) wishes. (4) cries out loudly.	sense (1) ပြင်းထန်စွာ ထုံ၏: ထုံ read as 'to be scented'; could be 'to be numb'
88215	dhaja	(၁) တံခွန်၊ အလံ။ (၂) အမှတ်အသား၊ တံဆိပ်။ (၃) ထူးအိုင်။ (၄) အမြွက်။ (၅) ခန္ဓာကိုယ်။ (တိ) (၆) တံခွန်-အလံ-ရှိသော။	(1) estandarte; bandera. (2) señal; insignia. (3) ‹ထူးအိုင်›. (4) mención breve. (5) cuerpo. (adjetivo) (6) que tiene estandarte / bandera.	(1) banner; flag. (2) mark; emblem. (3) ‹ထူးအိုင်›. (4) brief mention. (5) body. (adjective) (6) having a banner / flag.	sense (3) ထူးအိုင် not identified; sense (4) အမြွက် read as 'brief mention', unsure
88239	dhajaviheṭhakajātaka	ဓဇဟေဌကဇာတ်၊ (ဘုရားရှင် ဇေတဝန်ကျောင်းတော်၌ သီတင်းသုံးတော်မူစဉ် လောကတ္ထစရိယကို အကြောင်းပြု၍ ဟောတော်အပ်သော ဇာတ်ဖြစ်သည်)။	*dhajaheṭhakajātaka* (es un *jātaka* que el Buddha enseñó mientras residía en el monasterio de *jetavana*, con motivo de la *lokatthacariya*).	*dhajaheṭhakajātaka* (it is a *jātaka* that the Buddha taught while dwelling at the *jetavana* monastery, on account of the *lokatthacariya*).	Burmese title ဓဇဟေဌကဇာတ် lacks the -vi- of the headword dhajaviheṭhaka; romanised as written
88292	dhaññabilaṅga	ဆန်ပုံးရည်၊ ဆန်,ပဲ တစ်မျိုးမျိုးကို အချဉ်စိမ်၍ ပြုအပ်သော ပုံးရည် (ပအုံးရည်)။	agua agria de arroz; líquido agrio hecho poniendo a agriar en remojo arroz o alguna legumbre (‹ပအုံးရည်›).	sour rice water; a sour liquid made by steeping rice or some pulse until it sours (‹ပအုံးရည်›).	ပအုံးရည် in brackets left in Burmese (a variant name of the sour liquor)
88304	dhaññavatī	(၁) ဓညဝတီမြို့။ ဘုန်းကံရှိသူ,ဥစ္စာစပါး,ရတနာ ၇-ပါးနှင့် စပါး ၇-မျိုးတို့၏ တည်ရာမြို့။ (က) ပဒုမဘုရားရှင် ပွင့်တော်မူရာ ဓညဝတီမြို့။ (ခ) နာရဒဘုရားရှင် ဖွားမြင်တော်မူရာ ဓညဝတီမြို့။ (ဂ) ရေဝတဘုရားရှင် ပွင့်တော်မူရာ ဓညဝတီမြို့။ (ဃ) ဝိပဿီဘုရားရှင်လက်ထက် ထင်ရှားသော ဓညဝတီမြို့။ (၂) ဓညဝတီအမည်ရှိသော သူဌေးသမီး သုဓညသူဌေး၏သမီး ဓညဝတီ။	(1) la ciudad de *dhaññavatī*. Ciudad donde se asientan personas de gloria y *kamma*, riqueza y grano, las 7 joyas y los 7 tipos de grano. (a) La ciudad de *dhaññavatī* donde apareció el Buddha *paduma*. (b) La ciudad de *dhaññavatī* donde nació el Buddha *nārada*. (c) La ciudad de *dhaññavatī* donde apareció el Buddha *revata*. (d) La ciudad de *dhaññavatī*, célebre en tiempos del Buddha *vipassī*. (2) *dhaññavatī*, hija de un rico mercader, llamada *dhaññavatī*, hija del rico mercader *sudhañña*.	(1) the city of *dhaññavatī*. A city where people of glory and *kamma*, wealth and grain, the 7 jewels and the 7 kinds of grain are found. (a) The city of *dhaññavatī* where the Buddha *paduma* appeared. (b) The city of *dhaññavatī* where the Buddha *nārada* was born. (c) The city of *dhaññavatī* where the Buddha *revata* appeared. (d) The city of *dhaññavatī*, well known in the time of the Buddha *vipassī*. (2) *dhaññavatī*, a rich merchant's daughter named *dhaññavatī*, daughter of the rich merchant *sudhañña*.	ဘုန်းကံရှိသူ ('fortunate people') rendered with ⟦=kamma⟧ per convention
88312	dhaññavikkayaka	စပါးရောင်သော၊ သူ။	que vende grano (dicho de una persona).	selling grain (said of a person).	Burmese ရောင် read as ရောင်း 'sell'
88314	dhaññavirahitamutta	စပါးမှ ကင်းသောပုလဲ။	perla libre de grano.	a pearl free of grain.	literal rendering of စပါးမှ ကင်းသောပုလဲ; the sense of the compound (mutta 'pearl' or 'freed') is unclear
88359	dhanañcuyyāna	ဓနဉ္စဥယျာဉ်။	el parque *dhanañca*.	the *dhanañca* park.	name ဓနဉ္စ in ဓနဉ္စဥယျာဉ် looks truncated (dhanañc(aya)?)
88373	dhanañjānisutta	ဓနဉ္ဇာနိသုတ်။ မူရင်းကြည့်ပါ	*dhanañjānisutta*. Véase el original.	*dhanañjānisutta*. See the original.	source note 'see the original' (မူရင်းကြည့်ပါ)
